DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
7,2020-09-07,19853,1F,F,30,30,"",2020-08-31T13:21:09Z
7,2020-09-07,19171,1S,T,100,130,"",2020-08-31T13:21:09Z
7,2020-09-07,19049,1A,P,200,230,"",2020-08-31T13:21:09Z
7,2020-09-07,17902,4,F,400,400,Om,2020-08-31T13:21:09Z
7,2020-09-07,17983,1B,T,430,730,"",2020-08-31T13:21:09Z
7,2020-09-07,29132,2F,P,800,900,DM,2020-08-31T13:21:09Z
7,2020-09-07,28819,2A,P,930,1030,"",2020-08-31T13:21:09Z
7,2020-09-07,27957,2B,P,1100,1300,"",2020-08-31T13:21:09Z
7,2020-09-07,26243,3B,T,1330,1630,Dm,2020-08-31T13:21:09Z
7,2020-09-07,30592,3C,P,1700,1830,EM,2020-08-31T13:21:09Z
7,2020-09-07,30338,4A,T,1900,1930,"",2020-08-31T13:21:09Z
7,2020-09-07,30568,4B,P,2000,2030,"",2020-08-31T13:21:09Z
7,2020-09-07,21482,4C,F,2400,2400,"",2020-08-31T13:21:09Z
7,2020-09-08,19994,1F,F,30,30,"",2020-09-01T13:20:50Z
7,2020-09-08,19085,1S,T,100,130,"",2020-09-01T13:20:50Z
7,2020-09-08,18865,1A,P,200,230,"",2020-09-01T13:20:50Z
7,2020-09-08,18209,4,F,400,400,Om,2020-09-01T13:20:50Z
7,2020-09-08,18293,1B,T,430,730,"",2020-09-01T13:20:50Z
7,2020-09-08,28460,2F,P,800,900,DM,2020-09-01T13:20:50Z
7,2020-09-08,28088,2A,P,930,1030,"",2020-09-01T13:20:50Z
7,2020-09-08,27259,2B,P,1100,1300,"",2020-09-01T13:20:50Z
7,2020-09-08,26604,3B,T,1330,1630,Dm,2020-09-01T13:20:50Z
7,2020-09-08,31202,3C,P,1700,1830,"",2020-09-01T13:20:50Z
7,2020-09-08,31014,4A,T,1900,1930,"",2020-09-01T13:20:50Z
7,2020-09-08,31496,4B,P,2000,2030,EM,2020-09-01T13:20:50Z
7,2020-09-08,22321,4C,F,2400,2400,"",2020-09-01T13:20:50Z
7,2020-09-09,21173,1F,F,30,30,"",2020-09-02T13:02:02Z
7,2020-09-09,20219,1S,T,100,130,"",2020-09-02T13:02:02Z
7,2020-09-09,20185,1A,P,200,230,"",2020-09-02T13:02:02Z
7,2020-09-09,19062,4,F,400,400,"",2020-09-02T13:02:02Z
7,2020-09-09,19059,1B,T,430,730,Om,2020-09-02T13:02:02Z
7,2020-09-09,29667,2F,P,800,900,DM,2020-09-02T13:02:02Z
7,2020-09-09,29280,2A,P,930,1030,"",2020-09-02T13:02:02Z
7,2020-09-09,28306,2B,P,1100,1300,"",2020-09-02T13:02:02Z
7,2020-09-09,27277,3B,T,1330,1630,Dm,2020-09-02T13:02:02Z
7,2020-09-09,31534,3C,P,1700,1830,"",2020-09-02T13:02:02Z
7,2020-09-09,31320,4A,T,1900,1930,"",2020-09-02T13:02:02Z
7,2020-09-09,32315,4B,P,2000,2030,EM,2020-09-02T13:02:02Z
7,2020-09-09,22477,4C,F,2400,2400,"",2020-09-02T13:02:02Z
7,2020-09-10,21397,1F,F,30,30,"",2020-09-03T10:27:50Z
7,2020-09-10,20477,1S,T,100,130,"",2020-09-03T10:27:50Z
7,2020-09-10,20348,1A,P,200,230,"",2020-09-03T10:27:50Z
7,2020-09-10,19169,4,F,400,400,"",2020-09-03T10:27:50Z
7,2020-09-10,19109,1B,T,430,730,Om,2020-09-03T10:27:50Z
7,2020-09-10,28702,2F,P,800,900,"",2020-09-03T10:27:50Z
7,2020-09-10,29161,2A,P,930,1030,DM,2020-09-03T10:27:50Z
7,2020-09-10,27666,2B,P,1100,1300,"",2020-09-03T10:27:50Z
7,2020-09-10,27045,3B,T,1330,1630,Dm,2020-09-03T10:27:50Z
7,2020-09-10,30747,3C,P,1700,1830,"",2020-09-03T10:27:50Z
7,2020-09-10,30778,4A,T,1900,1930,"",2020-09-03T10:27:50Z
7,2020-09-10,31446,4B,P,2000,2030,EM,2020-09-03T10:27:50Z
7,2020-09-10,21688,4C,F,2400,2400,"",2020-09-03T10:27:50Z
7,2020-09-11,20429,1F,F,30,30,"",2020-09-04T14:24:04Z
7,2020-09-11,19209,1S,T,100,130,"",2020-09-04T14:24:04Z
7,2020-09-11,19202,1A,P,200,230,"",2020-09-04T14:24:04Z
7,2020-09-11,18347,4,F,400,400,"",2020-09-04T14:24:04Z
7,2020-09-11,18340,1B,T,430,730,Om,2020-09-04T14:24:04Z
7,2020-09-11,29216,2F,P,800,900,DM,2020-09-04T14:24:04Z
7,2020-09-11,28536,2A,P,930,1030,"",2020-09-04T14:24:04Z
7,2020-09-11,28379,2B,P,1100,1300,"",2020-09-04T14:24:04Z
7,2020-09-11,26029,3B,T,1330,1630,Dm,2020-09-04T14:24:04Z
7,2020-09-11,30314,3C,P,1700,1830,"",2020-09-04T14:24:04Z
7,2020-09-11,30361,4A,T,1900,1930,"",2020-09-04T14:24:04Z
7,2020-09-11,31149,4B,P,2000,2030,EM,2020-09-04T14:24:04Z
7,2020-09-11,21728,4C,F,2400,2400,"",2020-09-04T14:24:04Z
7,2020-09-12,20403,1F,F,30,30,"",2020-09-05T12:37:15Z
7,2020-09-12,19401,1S,T,100,130,"",2020-09-05T12:37:15Z
7,2020-09-12,19160,1A,P,200,230,"",2020-09-05T12:37:15Z
7,2020-09-12,17900,4,F,400,400,"",2020-09-05T12:37:15Z
7,2020-09-12,17748,1B,T,430,730,Om,2020-09-05T12:37:15Z
7,2020-09-12,24591,2F,P,800,900,"",2020-09-05T12:37:15Z
7,2020-09-12,24958,2A,P,930,1030,DM,2020-09-05T12:37:15Z
7,2020-09-12,24477,2B,P,1100,1300,"",2020-09-05T12:37:15Z
7,2020-09-12,22228,3B,T,1330,1630,Dm,2020-09-05T12:37:15Z
7,2020-09-12,28300,3C,P,1700,1830,"",2020-09-05T12:37:15Z
7,2020-09-12,28275,4A,T,1900,1930,"",2020-09-05T12:37:15Z
7,2020-09-12,28771,4B,P,2000,2030,EM,2020-09-05T12:37:15Z
7,2020-09-12,20333,4C,F,2400,2400,"",2020-09-05T12:37:15Z
7,2020-09-13,19126,1F,F,30,30,"",2020-09-06T12:32:57Z
7,2020-09-13,18072,1S,T,100,130,"",2020-09-06T12:32:57Z
7,2020-09-13,17864,1A,P,200,230,"",2020-09-06T12:32:57Z
7,2020-09-13,16319,4,F,400,400,"",2020-09-06T12:32:57Z
7,2020-09-13,16013,1B,T,430,730,Om,2020-09-06T12:32:57Z
7,2020-09-13,21118,2F,P,800,900,"",2020-09-06T12:32:57Z
7,2020-09-13,22141,2A,P,930,1030,"",2020-09-06T12:32:57Z
7,2020-09-13,22295,2B,P,1100,1300,DM,2020-09-06T12:32:57Z
7,2020-09-13,21565,3B,T,1330,1630,Dm,2020-09-06T12:32:57Z
7,2020-09-13,27110,3C,P,1700,1830,"",2020-09-06T12:32:57Z
7,2020-09-13,27186,4A,T,1900,1930,"",2020-09-06T12:32:57Z
7,2020-09-13,28298,4B,P,2000,2030,EM,2020-09-06T12:32:57Z
7,2020-09-13,19696,4C,F,2400,2400,"",2020-09-06T12:32:57Z
7,2020-09-14,19332,1F,F,30,30,"",2020-09-07T16:02:48Z
7,2020-09-14,18745,1S,T,100,130,"",2020-09-07T16:02:48Z
7,2020-09-14,18724,1A,P,200,230,"",2020-09-07T16:02:48Z
7,2020-09-14,17973,4,F,400,400,Om,2020-09-07T16:02:48Z
7,2020-09-14,18030,1B,T,430,730,"",2020-09-07T16:02:48Z
7,2020-09-14,29257,2F,P,800,900,DM,2020-09-07T16:02:48Z
7,2020-09-14,29092,2A,P,930,1030,"",2020-09-07T16:02:48Z
7,2020-09-14,29007,2B,P,1100,1300,"",2020-09-07T16:02:48Z
7,2020-09-14,27467,3B,T,1330,1630,Dm,2020-09-07T16:02:48Z
7,2020-09-14,31436,3C,P,1700,1800,"",2020-09-07T16:02:48Z
7,2020-09-14,31276,4A,T,1830,1900,"",2020-09-07T16:02:48Z
7,2020-09-14,31897,4B,P,1930,2030,EM,2020-09-07T16:02:48Z
7,2020-09-14,22098,4C,F,2400,2400,"",2020-09-07T16:02:48Z
7,2020-09-15,21234,1F,F,30,30,"",2020-09-08T15:58:46Z
7,2020-09-15,20306,1S,T,100,130,"",2020-09-08T15:58:46Z
7,2020-09-15,20178,1A,P,200,230,"",2020-09-08T15:58:46Z
7,2020-09-15,19489,4,F,400,400,Om,2020-09-08T15:58:46Z
7,2020-09-15,19589,1B,T,430,730,"",2020-09-08T15:58:46Z
7,2020-09-15,30679,2F,P,800,900,DM,2020-09-08T15:58:46Z
7,2020-09-15,30215,2A,P,930,1030,"",2020-09-08T15:58:46Z
7,2020-09-15,29145,2B,P,1100,1300,"",2020-09-08T15:58:46Z
7,2020-09-15,27784,3B,T,1330,1630,Dm,2020-09-08T15:58:46Z
7,2020-09-15,32085,3C,P,1700,1800,"",2020-09-08T15:58:46Z
7,2020-09-15,31664,4A,T,1830,1900,"",2020-09-08T15:58:46Z
7,2020-09-15,32248,4B,P,1930,2030,EM,2020-09-08T15:58:46Z
7,2020-09-15,22586,4C,F,2400,2400,"",2020-09-08T15:58:46Z
7,2020-09-16,21654,1F,F,30,30,"",2020-09-09T15:14:32Z
7,2020-09-16,20885,1S,T,100,130,"",2020-09-09T15:14:32Z
7,2020-09-16,20840,1A,P,200,230,"",2020-09-09T15:14:32Z
7,2020-09-16,19704,4,F,400,400,Om,2020-09-09T15:14:32Z
7,2020-09-16,19710,1B,T,430,730,"",2020-09-09T15:14:32Z
7,2020-09-16,29845,2F,P,800,900,DM,2020-09-09T15:14:32Z
7,2020-09-16,29446,2A,P,930,1030,"",2020-09-09T15:14:32Z
7,2020-09-16,29039,2B,P,1100,1300,"",2020-09-09T15:14:32Z
7,2020-09-16,27824,3B,T,1330,1630,Dm,2020-09-09T15:14:32Z
7,2020-09-16,31839,3C,P,1700,1800,"",2020-09-09T15:14:32Z
7,2020-09-16,32012,4A,T,1830,1900,"",2020-09-09T15:14:32Z
7,2020-09-16,32617,4B,P,1930,2030,EM,2020-09-09T15:14:32Z
7,2020-09-16,22183,4C,F,2400,2400,"",2020-09-09T15:14:32Z
7,2020-09-17,21377,1F,F,30,30,"",2020-09-10T09:14:56Z
7,2020-09-17,20545,1S,T,100,130,"",2020-09-10T09:14:56Z
7,2020-09-17,20561,1A,P,200,230,"",2020-09-10T09:14:56Z
7,2020-09-17,19375,4,F,400,400,Om,2020-09-10T09:14:56Z
7,2020-09-17,19390,1B,T,430,730,"",2020-09-10T09:14:56Z
7,2020-09-17,30074,2F,P,800,900,DM,2020-09-10T09:14:56Z
7,2020-09-17,29717,2A,P,930,1030,"",2020-09-10T09:14:56Z
7,2020-09-17,28610,2B,P,1100,1300,"",2020-09-10T09:14:56Z
7,2020-09-17,27816,3B,T,1330,1630,Dm,2020-09-10T09:14:56Z
7,2020-09-17,31230,3C,P,1700,1800,"",2020-09-10T09:14:56Z
7,2020-09-17,31258,4A,T,1830,1900,"",2020-09-10T09:14:56Z
7,2020-09-17,32295,4B,P,1930,2030,EM,2020-09-10T09:14:56Z
7,2020-09-17,22012,4C,F,2400,2400,"",2020-09-10T09:14:56Z
7,2020-09-18,21076,1F,F,30,30,"",2020-09-11T15:58:16Z
7,2020-09-18,20198,1S,T,100,130,"",2020-09-11T15:58:16Z
7,2020-09-18,20012,1A,P,200,230,"",2020-09-11T15:58:16Z
7,2020-09-18,19045,4,F,400,400,Om,2020-09-11T15:58:16Z
7,2020-09-18,19138,1B,T,430,730,"",2020-09-11T15:58:16Z
7,2020-09-18,29828,2F,P,800,900,DM,2020-09-11T15:58:16Z
7,2020-09-18,29226,2A,P,930,1030,"",2020-09-11T15:58:16Z
7,2020-09-18,27941,2B,P,1100,1300,"",2020-09-11T15:58:16Z
7,2020-09-18,25960,3B,T,1330,1630,Dm,2020-09-11T15:58:16Z
7,2020-09-18,30300,3C,P,1700,1800,"",2020-09-11T15:58:16Z
7,2020-09-18,30314,4A,T,1830,1900,"",2020-09-11T15:58:16Z
7,2020-09-18,31369,4B,P,1930,2030,EM,2020-09-11T15:58:16Z
7,2020-09-18,21595,4C,F,2400,2400,"",2020-09-11T15:58:16Z
7,2020-09-19,20934,1F,F,30,30,"",2020-09-12T15:53:43Z
7,2020-09-19,20016,1S,T,100,130,"",2020-09-12T15:53:43Z
7,2020-09-19,19830,1A,P,200,230,"",2020-09-12T15:53:43Z
7,2020-09-19,18303,4,F,400,400,"",2020-09-12T15:53:43Z
7,2020-09-19,18084,1B,T,430,730,Om,2020-09-12T15:53:43Z
7,2020-09-19,24674,2F,P,800,900,"",2020-09-12T15:53:43Z
7,2020-09-19,25059,2A,P,930,1030,"",2020-09-12T15:53:43Z
7,2020-09-19,25435,2B,P,1100,1300,DM,2020-09-12T15:53:43Z
7,2020-09-19,23037,3B,T,1330,1630,Dm,2020-09-12T15:53:43Z
7,2020-09-19,28070,3C,P,1700,1800,"",2020-09-12T15:53:43Z
7,2020-09-19,28282,4A,T,1830,1900,"",2020-09-12T15:53:43Z
7,2020-09-19,29421,4B,P,1930,2030,EM,2020-09-12T15:53:43Z
7,2020-09-19,20788,4C,F,2400,2400,"",2020-09-12T15:53:43Z
7,2020-09-20,19975,1F,F,30,30,"",2020-09-13T15:53:04Z
7,2020-09-20,18976,1S,T,100,130,"",2020-09-13T15:53:04Z
7,2020-09-20,18672,1A,P,200,230,"",2020-09-13T15:53:04Z
7,2020-09-20,17616,4,F,400,400,"",2020-09-13T15:53:04Z
7,2020-09-20,17324,1B,T,430,730,Om,2020-09-13T15:53:04Z
7,2020-09-20,23144,2F,P,800,900,"",2020-09-13T15:53:04Z
7,2020-09-20,24381,2A,P,930,1030,"",2020-09-13T15:53:04Z
7,2020-09-20,24803,2B,P,1100,1300,DM,2020-09-13T15:53:04Z
7,2020-09-20,23914,3B,T,1330,1630,Dm,2020-09-13T15:53:04Z
7,2020-09-20,29115,3C,P,1700,1800,"",2020-09-13T15:53:04Z
7,2020-09-20,29505,4A,T,1830,1900,"",2020-09-13T15:53:04Z
7,2020-09-20,30618,4B,P,1930,2030,EM,2020-09-13T15:53:04Z
7,2020-09-20,21313,4C,F,2400,2400,"",2020-09-13T15:53:04Z
7,2020-09-21,19989,1F,F,30,30,"",2020-09-14T15:32:51Z
7,2020-09-21,19250,1S,T,100,130,"",2020-09-14T15:32:51Z
7,2020-09-21,19166,1A,P,200,230,"",2020-09-14T15:32:51Z
7,2020-09-21,18372,4,F,400,400,Om,2020-09-14T15:32:51Z
7,2020-09-21,18614,1B,T,430,730,"",2020-09-14T15:32:51Z
7,2020-09-21,30004,2F,P,800,900,DM,2020-09-14T15:32:51Z
7,2020-09-21,29891,2A,P,930,1030,"",2020-09-14T15:32:51Z
7,2020-09-21,29242,2B,P,1100,1300,"",2020-09-14T15:32:51Z
7,2020-09-21,27373,3B,T,1330,1630,Dm,2020-09-14T15:32:51Z
7,2020-09-21,32271,3C,P,1700,1800,"",2020-09-14T15:32:51Z
7,2020-09-21,32448,4A,T,1830,1900,"",2020-09-14T15:32:51Z
7,2020-09-21,32571,4B,P,1930,2000,EM,2020-09-14T15:32:51Z
7,2020-09-21,22105,4C,F,2400,2400,"",2020-09-14T15:32:51Z
7,2020-09-22,21111,1F,F,30,30,"",2020-09-15T13:09:24Z
7,2020-09-22,20158,1S,T,100,130,"",2020-09-15T13:09:24Z
7,2020-09-22,20109,1A,P,200,230,"",2020-09-15T13:09:24Z
7,2020-09-22,19300,4,F,400,400,Om,2020-09-15T13:09:24Z
7,2020-09-22,19416,1B,T,430,730,"",2020-09-15T13:09:24Z
7,2020-09-22,30215,2F,P,800,900,"",2020-09-15T13:09:24Z
7,2020-09-22,30430,2A,P,930,1030,DM,2020-09-15T13:09:24Z
7,2020-09-22,28678,2B,P,1100,1300,"",2020-09-15T13:09:24Z
7,2020-09-22,27681,3B,T,1330,1630,Dm,2020-09-15T13:09:24Z
7,2020-09-22,32247,3C,P,1700,1800,"",2020-09-15T13:09:24Z
7,2020-09-22,32085,4A,T,1830,1900,"",2020-09-15T13:09:24Z
7,2020-09-22,32815,4B,P,1930,2000,EM,2020-09-15T13:09:24Z
7,2020-09-22,22067,4C,F,2400,2400,"",2020-09-15T13:09:24Z
7,2020-09-23,21294,1F,F,30,30,"",2020-09-16T13:15:13Z
7,2020-09-23,20456,1S,T,100,130,"",2020-09-16T13:15:13Z
7,2020-09-23,20437,1A,P,200,230,"",2020-09-16T13:15:13Z
7,2020-09-23,19161,4,F,400,400,Om,2020-09-16T13:15:13Z
7,2020-09-23,19242,1B,T,430,730,"",2020-09-16T13:15:13Z
7,2020-09-23,29960,2F,P,800,900,DM,2020-09-16T13:15:13Z
7,2020-09-23,29663,2A,P,930,1030,"",2020-09-16T13:15:13Z
7,2020-09-23,28608,2B,P,1100,1300,"",2020-09-16T13:15:13Z
7,2020-09-23,26910,3B,T,1330,1630,Dm,2020-09-16T13:15:13Z
7,2020-09-23,31657,3C,P,1700,1800,"",2020-09-16T13:15:13Z
7,2020-09-23,31755,4A,T,1830,1900,"",2020-09-16T13:15:13Z
7,2020-09-23,32957,4B,P,1930,2000,EM,2020-09-16T13:15:13Z
7,2020-09-23,21236,4C,F,2400,2400,"",2020-09-16T13:15:13Z
7,2020-09-24,19761,1F,F,30,30,"",2020-09-17T13:34:04Z
7,2020-09-24,18843,1S,T,100,130,"",2020-09-17T13:34:04Z
7,2020-09-24,18972,1A,P,200,230,"",2020-09-17T13:34:04Z
7,2020-09-24,17998,4,F,400,400,"",2020-09-17T13:34:04Z
7,2020-09-24,17988,1B,T,430,730,Om,2020-09-17T13:34:04Z
7,2020-09-24,28887,2F,P,800,900,DM,2020-09-17T13:34:04Z
7,2020-09-24,28571,2A,P,930,1030,"",2020-09-17T13:34:04Z
7,2020-09-24,27891,2B,P,1100,1300,"",2020-09-17T13:34:04Z
7,2020-09-24,27007,3B,T,1330,1630,Dm,2020-09-17T13:34:04Z
7,2020-09-24,32239,3C,P,1700,1800,"",2020-09-17T13:34:04Z
7,2020-09-24,32408,4A,T,1830,1900,"",2020-09-17T13:34:04Z
7,2020-09-24,33378,4B,P,1930,2000,EM,2020-09-17T13:34:04Z
7,2020-09-24,21739,4C,F,2400,2400,"",2020-09-17T13:34:04Z
7,2020-09-25,20820,1F,F,30,30,"",2020-09-18T15:20:07Z
7,2020-09-25,19810,1S,T,100,130,"",2020-09-18T15:20:07Z
7,2020-09-25,19718,1A,P,200,230,"",2020-09-18T15:20:07Z
7,2020-09-25,18633,4,F,400,400,Om,2020-09-18T15:20:07Z
7,2020-09-25,18796,1B,T,430,730,"",2020-09-18T15:20:07Z
7,2020-09-25,30298,2F,P,800,900,DM,2020-09-18T15:20:07Z
7,2020-09-25,30026,2A,P,930,1030,"",2020-09-18T15:20:07Z
7,2020-09-25,28365,2B,P,1100,1300,"",2020-09-18T15:20:07Z
7,2020-09-25,26795,3B,T,1330,1630,Dm,2020-09-18T15:20:07Z
7,2020-09-25,31702,3C,P,1700,1800,"",2020-09-18T15:20:07Z
7,2020-09-25,32068,4A,T,1830,1900,"",2020-09-18T15:20:07Z
7,2020-09-25,33264,4B,P,1930,2000,EM,2020-09-18T15:20:07Z
7,2020-09-25,21936,4C,F,2400,2400,"",2020-09-18T15:20:07Z
7,2020-09-26,20727,1F,F,30,30,"",2020-09-19T10:20:40Z
7,2020-09-26,19720,1S,T,100,130,"",2020-09-19T10:20:40Z
7,2020-09-26,19654,1A,P,200,230,"",2020-09-19T10:20:40Z
7,2020-09-26,18062,4,F,400,400,"",2020-09-19T10:20:40Z
7,2020-09-26,17969,1B,T,430,730,Om,2020-09-19T10:20:40Z
7,2020-09-26,25139,2F,P,800,900,"",2020-09-19T10:20:40Z
7,2020-09-26,25961,2A,P,930,1030,DM,2020-09-19T10:20:40Z
7,2020-09-26,25247,2B,P,1100,1300,"",2020-09-19T10:20:40Z
7,2020-09-26,23221,3B,T,1330,1630,Dm,2020-09-19T10:20:40Z
7,2020-09-26,29178,3C,P,1700,1800,"",2020-09-19T10:20:40Z
7,2020-09-26,29927,4A,T,1830,1900,"",2020-09-19T10:20:40Z
7,2020-09-26,30864,4B,P,1930,2000,EM,2020-09-19T10:20:40Z
7,2020-09-26,20628,4C,F,2400,2400,"",2020-09-19T10:20:40Z
7,2020-09-27,20672,1F,F,30,30,"",2020-09-20T12:19:46Z
7,2020-09-27,19802,1S,T,100,130,"",2020-09-20T12:19:46Z
7,2020-09-27,19698,1A,P,200,230,"",2020-09-20T12:19:46Z
7,2020-09-27,18258,4,F,400,400,"",2020-09-20T12:19:46Z
7,2020-09-27,18015,1B,T,430,730,Om,2020-09-20T12:19:46Z
7,2020-09-27,23842,2F,P,800,900,"",2020-09-20T12:19:46Z
7,2020-09-27,25335,2A,P,930,1030,"",2020-09-20T12:19:46Z
7,2020-09-27,25662,2B,P,1100,1300,DM,2020-09-20T12:19:46Z
7,2020-09-27,24108,3B,T,1330,1630,Dm,2020-09-20T12:19:46Z
7,2020-09-27,30055,3C,P,1700,1800,"",2020-09-20T12:19:46Z
7,2020-09-27,30689,4A,T,1830,1900,"",2020-09-20T12:19:46Z
7,2020-09-27,32029,4B,P,1930,2000,EM,2020-09-20T12:19:46Z
7,2020-09-27,20967,4C,F,2400,2400,"",2020-09-20T12:19:46Z
7,2020-09-28,19642,1F,F,30,30,"",2020-09-21T13:07:29Z
7,2020-09-28,19137,1S,T,100,130,"",2020-09-21T13:07:29Z
7,2020-09-28,19193,1A,P,200,230,"",2020-09-21T13:07:29Z
7,2020-09-28,18191,4,F,400,400,Om,2020-09-21T13:07:29Z
7,2020-09-28,18233,1B,T,430,730,"",2020-09-21T13:07:29Z
7,2020-09-28,30298,2F,P,800,900,DM,2020-09-21T13:07:29Z
7,2020-09-28,30208,2A,P,930,1030,"",2020-09-21T13:07:29Z
7,2020-09-28,29257,2B,P,1100,1300,"",2020-09-21T13:07:29Z
7,2020-09-28,27439,3B,T,1330,1630,Dm,2020-09-21T13:07:29Z
7,2020-09-28,33396,3C,P,1700,1800,"",2020-09-21T13:07:29Z
7,2020-09-28,34275,4B,P,1830,2000,EM,2020-09-21T13:07:29Z
7,2020-09-28,22175,4C,F,2400,2400,"",2020-09-21T13:07:29Z
7,2020-09-29,21301,1F,F,30,30,"",2020-09-22T12:08:40Z
7,2020-09-29,20217,1S,T,100,130,"",2020-09-22T12:08:40Z
7,2020-09-29,20340,1A,P,200,230,"",2020-09-22T12:08:40Z
7,2020-09-29,19464,4,F,400,400,Om,2020-09-22T12:08:40Z
7,2020-09-29,19563,1B,T,430,730,"",2020-09-22T12:08:40Z
7,2020-09-29,30507,2F,P,800,900,"",2020-09-22T12:08:40Z
7,2020-09-29,30543,2A,P,930,1030,DM,2020-09-22T12:08:40Z
7,2020-09-29,29390,2B,P,1100,1300,"",2020-09-22T12:08:40Z
7,2020-09-29,27819,3B,T,1330,1630,Dm,2020-09-22T12:08:40Z
7,2020-09-29,33372,3C,P,1700,1800,"",2020-09-22T12:08:40Z
7,2020-09-29,34138,4B,P,1830,2000,EM,2020-09-22T12:08:40Z
7,2020-09-29,21889,4C,F,2400,2400,"",2020-09-22T12:08:40Z
7,2020-09-30,21681,1F,F,30,30,"",2020-09-23T13:21:36Z
7,2020-09-30,20800,1S,T,100,130,"",2020-09-23T13:21:36Z
7,2020-09-30,20852,1A,P,200,230,"",2020-09-23T13:21:36Z
7,2020-09-30,19596,4,F,400,400,"",2020-09-23T13:21:36Z
7,2020-09-30,19584,1B,T,430,730,Om,2020-09-23T13:21:36Z
7,2020-09-30,31318,2F,P,800,900,DM,2020-09-23T13:21:36Z
7,2020-09-30,30617,2A,P,930,1030,"",2020-09-23T13:21:36Z
7,2020-09-30,30238,2B,P,1100,1300,"",2020-09-23T13:21:36Z
7,2020-09-30,28106,3B,T,1330,1630,Dm,2020-09-23T13:21:36Z
7,2020-09-30,33529,3C,P,1700,1800,"",2020-09-23T13:21:36Z
7,2020-09-30,34869,4B,P,1830,2000,EM,2020-09-23T13:21:36Z
7,2020-09-30,22195,4C,F,2400,2400,"",2020-09-23T13:21:36Z
7,2020-10-01,21093,1F,F,30,30,"",2020-09-24T10:21:20Z
7,2020-10-01,20300,1S,T,100,130,"",2020-09-24T10:21:20Z
7,2020-10-01,20314,1A,P,200,230,"",2020-09-24T10:21:20Z
7,2020-10-01,19213,4,F,400,400,"",2020-09-24T10:21:20Z
7,2020-10-01,19104,1B,T,430,730,Om,2020-09-24T10:21:20Z
7,2020-10-01,31049,2F,P,800,900,DM,2020-09-24T10:21:20Z
7,2020-10-01,30783,2A,P,930,1030,"",2020-09-24T10:21:20Z
7,2020-10-01,29463,2B,P,1100,1300,"",2020-09-24T10:21:20Z
7,2020-10-01,28300,3B,T,1330,1630,Dm,2020-09-24T10:21:20Z
7,2020-10-01,33695,3C,P,1700,1800,"",2020-09-24T10:21:20Z
7,2020-10-01,35272,4B,P,1830,2000,EM,2020-09-24T10:21:20Z
7,2020-10-01,23038,4C,F,2400,2400,"",2020-09-24T10:21:20Z
7,2020-10-02,20978,1F,F,30,30,"",2020-09-25T16:01:15Z
7,2020-10-02,19656,1S,T,100,130,"",2020-09-25T16:01:15Z
7,2020-10-02,19729,1A,P,200,230,"",2020-09-25T16:01:15Z
7,2020-10-02,19182,4,F,400,400,"",2020-09-25T16:01:15Z
7,2020-10-02,19026,1B,T,430,730,Om,2020-09-25T16:01:15Z
7,2020-10-02,31004,2F,P,800,900,DM,2020-09-25T16:01:15Z
7,2020-10-02,30906,2A,P,930,1030,"",2020-09-25T16:01:15Z
7,2020-10-02,29248,2B,P,1100,1300,"",2020-09-25T16:01:15Z
7,2020-10-02,27298,3B,T,1330,1630,Dm,2020-09-25T16:01:15Z
7,2020-10-02,32325,3C,P,1700,1800,"",2020-09-25T16:01:15Z
7,2020-10-02,33895,4B,P,1830,2000,EM,2020-09-25T16:01:15Z
7,2020-10-02,21349,4C,F,2400,2400,"",2020-09-25T16:01:15Z
7,2020-10-03,20695,1F,F,30,30,"",2020-09-26T15:21:36Z
7,2020-10-03,19551,1S,T,100,130,"",2020-09-26T15:21:36Z
7,2020-10-03,19429,1A,P,200,230,"",2020-09-26T15:21:36Z
7,2020-10-03,18046,4,F,400,400,"",2020-09-26T15:21:36Z
7,2020-10-03,17872,1B,T,430,730,Om,2020-09-26T15:21:36Z
7,2020-10-03,25567,2F,P,800,900,"",2020-09-26T15:21:36Z
7,2020-10-03,25988,2A,P,930,1030,DM,2020-09-26T15:21:36Z
7,2020-10-03,25670,2B,P,1100,1300,"",2020-09-26T15:21:36Z
7,2020-10-03,23568,3B,T,1330,1630,Dm,2020-09-26T15:21:36Z
7,2020-10-03,29919,3C,P,1700,1800,"",2020-09-26T15:21:36Z
7,2020-10-03,31717,4B,P,1830,2000,EM,2020-09-26T15:21:36Z
7,2020-10-03,20927,4C,F,2400,2400,"",2020-09-26T15:21:36Z
7,2020-10-04,20203,1F,F,30,30,"",2020-09-27T15:22:05Z
7,2020-10-04,19091,1S,T,100,130,"",2020-09-27T15:22:05Z
7,2020-10-04,19038,1A,P,200,230,"",2020-09-27T15:22:05Z
7,2020-10-04,17857,4,F,400,400,"",2020-09-27T15:22:05Z
7,2020-10-04,17655,1B,T,430,730,Om,2020-09-27T15:22:05Z
7,2020-10-04,24174,2F,P,800,900,"",2020-09-27T15:22:05Z
7,2020-10-04,25616,2A,P,930,1030,"",2020-09-27T15:22:05Z
7,2020-10-04,25937,2B,P,1100,1300,DM,2020-09-27T15:22:05Z
7,2020-10-04,24374,3B,T,1330,1630,Dm,2020-09-27T15:22:05Z
